id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1105340,ENSG00000204970,35430,PCDHA1,protocadherin alpha 1,56147,5,n/a,n/a
1105339,ENSG00000204969,35429,PCDHA2,protocadherin alpha 2,56146,5,n/a,n/a
280085843,ENSG00000255408,35428,PCDHA3,protocadherin alpha 3,56145,5,n/a,n/a
1105337,ENSG00000204967,35427,PCDHA4,protocadherin alpha 4,56144,5,n/a,n/a
1105336,ENSG00000204965,35426,PCDHA5,protocadherin alpha 5,56143,5,n/a,n/a
1105335,ENSG00000204963,35424,PCDHA7,protocadherin alpha 7,56141,5,n/a,n/a
1105334,ENSG00000204962,35423,PCDHA8,protocadherin alpha 8,56140,5,n/a,n/a
1105333,ENSG00000204961,9608,PCDHA9,protocadherin alpha 9,9752,5,n/a,n/a
1100118,ENSG00000171815,29663,PCDHB1,protocadherin beta 1,29930,5,n/a,n/a
1091939,ENSG00000120324,35409,PCDHB10,protocadherin beta 10,56126,5,n/a,n/a
1104293,ENSG00000197479,35408,PCDHB11,protocadherin beta 11,56125,5,n/a,n/a
1091941,ENSG00000120328,35407,PCDHB12,protocadherin beta 12,56124,5,n/a,n/a
1103293,ENSG00000187372,35406,PCDHB13,protocadherin beta 13,56123,5,n/a,n/a
1091940,ENSG00000120327,35405,PCDHB14,protocadherin beta 14,56122,5,n/a,n/a
1091052,ENSG00000113248,35404,PCDHB15,protocadherin beta 15,56121,5,n/a,n/a
1104122,ENSG00000196963,36990,PCDHB16,protocadherin beta 16,57717,5,n/a,n/a
1091014,ENSG00000112852,35416,PCDHB2,protocadherin beta 2,56133,5,n/a,n/a
1091046,ENSG00000113205,35415,PCDHB3,protocadherin beta 3,56132,5,n/a,n/a
1088422,ENSG00000081818,35414,PCDHB4,protocadherin beta 4,56131,5,n/a,n/a
1091047,ENSG00000113209,25916,PCDHB5,protocadherin beta 5,26167,5,n/a,n/a
1091048,ENSG00000113211,35413,PCDHB6,protocadherin beta 6,56130,5,n/a,n/a
1091049,ENSG00000113212,35412,PCDHB7,protocadherin beta 7,56129,5,n/a,n/a
1091938,ENSG00000120322,35411,PCDHB8,protocadherin beta 8,56128,5,n/a,n/a
1105329,ENSG00000204956,35399,PCDHGA1,"protocadherin gamma subfamily A, 1",56114,5,n/a,n/a
1108930,ENSG00000240184,5066,PCDHGC3,"protocadherin gamma subfamily C, 3",5098,5,n/a,n/a
1089258,ENSG00000100731,22745,PCNX,pecanex homolog (Drosophila),22990,14,n/a,n/a
1094054,ENSG00000135749,55805,PCNXL2,pecanex-like 2 (Drosophila),80003,1,n/a,n/a
1104181,ENSG00000197136,124961,PCNXL3,pecanex-like 3 (Drosophila),399909,11,n/a,n/a
1090178,ENSG00000106333,5086,PCOLCE,procollagen C-endopeptidase enhancer,5118,7,n/a,n/a
1098063,ENSG00000163710,26324,PCOLCE2,procollagen C-endopeptidase enhancer 2,26577,3,n/a,n/a
1101352,ENSG00000178104,9515,PDE4DIP,phosphodiesterase 4D interacting protein,9659,1,n/a,n/a
1095632,ENSG00000145431,35319,PDGFC,platelet derived growth factor C,56034,4,n/a,n/a
1099914,ENSG00000170962,56111,PDGFD,platelet derived growth factor D,80310,11,n/a,n/a
1093882,ENSG00000134853,5124,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide",5156,4,n/a,n/a
1091117,ENSG00000113721,5127,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide",5159,5,n/a,n/a
1094756,ENSG00000139515,3626,PDX1,pancreatic and duodenal homeobox 1,3651,13,n/a,n/a
1093665,ENSG00000133401,22792,PDZD2,PDZ domain containing 2,23037,5,n/a,n/a
1103392,ENSG00000187800,119542,PEAR1,platelet endothelial aggregation receptor 1,375033,1,n/a,n/a
1090845,ENSG00000111752,1898,PHC1,polyhomeotic homolog 1 (Drosophila),1911,12,n/a,n/a
1093851,ENSG00000134686,1899,PHC2,polyhomeotic homolog 2 (Drosophila),1912,1,n/a,n/a
1100564,ENSG00000173889,55814,PHC3,polyhomeotic homolog 3 (Drosophila),80012,3,n/a,n/a
1098551,ENSG00000165462,398,PHOX2A,paired-like homeobox 2a,401,11,n/a,n/a
1090534,ENSG00000109132,8850,PHOX2B,paired-like homeobox 2b,8929,4,n/a,n/a
1090311,ENSG00000107537,5232,PHYH,phytanoyl-CoA 2-hydroxylase,5264,10,n/a,n/a
1087936,ENSG00000069011,5275,PITX1,paired-like homeodomain 1,5307,5,n/a,n/a
1098194,ENSG00000164093,5276,PITX2,paired-like homeodomain 2,5308,4,n/a,n/a
1090350,ENSG00000107859,5277,PITX3,paired-like homeodomain 3,5309,10,n/a,n/a
1099900,ENSG00000170927,5282,PKHD1,polycystic kidney and hepatic disease 1 (autosomal recessive),5314,6,n/a,n/a
1105363,ENSG00000205038,60245,PKHD1L1,polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1,93035,8,n/a,n/a
1097386,ENSG00000160199,5284,PKNOX1,PBX/knotted 1 homeobox 1,5316,21,n/a,n/a
1098561,ENSG00000165495,40519,PKNOX2,PBX/knotted 1 homeobox 2,63876,11,n/a,n/a
1101375,ENSG00000178209,5307,PLEC,plectin,5339,8,n/a,n/a
1092305,ENSG00000123560,5322,PLP1,proteolipid protein 1,5354,X,n/a,n/a
1091199,ENSG00000114554,5329,PLXNA1,plexin A1,5361,3,n/a,n/a
1088219,ENSG00000076356,5330,PLXNA2,plexin A2,5362,1,n/a,n/a
1093266,ENSG00000130827,34847,PLXNA3,plexin A3,55558,X,n/a,n/a
1098171,ENSG00000164050,5332,PLXNB1,plexin B1,5364,3,n/a,n/a
1103991,ENSG00000196576,23407,PLXNB2,plexin B2,23654,22,n/a,n/a
1104720,ENSG00000198753,5333,PLXNB3,plexin B3,5365,X,n/a,n/a
1094115,ENSG00000136040,10009,PLXNC1,plexin C1,10154,12,n/a,n/a
1098190,ENSG00000164087,25635,POC1A,POC1 centriolar protein homolog A (Chlamydomonas),25886,3,n/a,n/a
1094730,ENSG00000139323,93773,POC1B,POC1 centriolar protein homolog B (Chlamydomonas),282809,12,n/a,n/a
1095255,ENSG00000143157,36918,POGK,pogo transposable element with KRAB domain,57645,1,n/a,n/a
1095327,ENSG00000143442,22881,POGZ,pogo transposable element with ZNF domain,23126,1,n/a,n/a
1093380,ENSG00000131626,8434,PPFIA1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",8500,11,n/a,n/a
1094716,ENSG00000139220,8433,PPFIA2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",8499,12,n/a,n/a
1101217,ENSG00000177380,8475,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",8541,19,n/a,n/a
1095407,ENSG00000143847,8431,PPFIA4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",8497,1,n/a,n/a
1091086,ENSG00000113494,5586,PRLR,prolactin receptor,5618,5,n/a,n/a
1097952,ENSG00000163421,38106,PROK2,prokineticin 2,60675,3,n/a,n/a
1100832,ENSG00000175325,5594,PROP1,PROP paired-like homeobox 1,5626,5,n/a,n/a
1091652,ENSG00000117707,5597,PROX1,prospero homeobox 1,5629,1,n/a,n/a
1091822,ENSG00000119608,94005,PROX2,prospero homeobox 2,283571,14,n/a,n/a
1091431,ENSG00000116132,5364,PRRX1,paired related homeobox 1,5396,1,n/a,n/a
1098991,ENSG00000167157,30931,PRRX2,paired related homeobox 2,51450,9,n/a,n/a
280113007,ENSG00000258223,79680,PRSS58,"protease, serine, 58",136541,7,n/a,n/a
1098817,ENSG00000166450,94038,PRTG,protogenin,283659,15,n/a,n/a
1092589,ENSG00000125650,5591,PSPN,persephin,5623,19,n/a,n/a
1094875,ENSG00000140368,8931,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,9051,15,n/a,n/a
1096441,ENSG00000152229,8930,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,9050,18,n/a,n/a
1099550,ENSG00000169398,5715,PTK2,PTK2 protein tyrosine kinase 2,5747,8,n/a,n/a
1092014,ENSG00000120899,2170,PTK2B,PTK2B protein tyrosine kinase 2 beta,2185,8,n/a,n/a
1089355,ENSG00000101213,5721,PTK6,PTK6 protein tyrosine kinase 6,5753,20,n/a,n/a
1090985,ENSG00000112655,5722,PTK7,PTK7 protein tyrosine kinase 7,5754,6,n/a,n/a
1103926,ENSG00000196396,5738,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",5770,20,n/a,n/a
1101561,ENSG00000179295,5749,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",5781,12,n/a,n/a
1092874,ENSG00000127947,5750,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",5782,7,n/a,n/a
1098031,ENSG00000163629,5751,PTPN13,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",5783,4,n/a,n/a
1096424,ENSG00000152104,5752,PTPN14,"protein tyrosine phosphatase, non-receptor type 14",5784,1,n/a,n/a
1088054,ENSG00000072135,26217,PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",26469,2,n/a,n/a
1100839,ENSG00000175354,5739,PTPN2,"protein tyrosine phosphatase, non-receptor type 2",5771,18,n/a,n/a
1102404,ENSG00000183675,25844,PTPN20B,"protein tyrosine phosphatase, non-receptor type 20B",26095,10,n/a,n/a
1088005,ENSG00000070778,10940,PTPN21,"protein tyrosine phosphatase, non-receptor type 21",11099,14,n/a,n/a
1093768,ENSG00000134242,25940,PTPN22,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)",26191,1,n/a,n/a
1088212,ENSG00000076201,25679,PTPN23,"protein tyrosine phosphatase, non-receptor type 23",25930,3,n/a,n/a
1087974,ENSG00000070159,5742,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",5774,9,n/a,n/a
1088638,ENSG00000088179,5743,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",5775,2,n/a,n/a
1090706,ENSG00000110786,59057,PTPN5,"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)",84867,11,n/a,n/a
1090827,ENSG00000111679,5745,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",5777,12,n/a,n/a
1095409,ENSG00000143851,5746,PTPN7,"protein tyrosine phosphatase, non-receptor type 7",5778,1,n/a,n/a
1099553,ENSG00000169410,5748,PTPN9,"protein tyrosine phosphatase, non-receptor type 9",5780,15,n/a,n/a
1093544,ENSG00000132670,5754,PTPRA,"protein tyrosine phosphatase, receptor type, A",5786,20,n/a,n/a
1092812,ENSG00000127329,5755,PTPRB,"protein tyrosine phosphatase, receptor type, B",5787,12,n/a,n/a
1088406,ENSG00000081237,5756,PTPRC,"protein tyrosine phosphatase, receptor type, C",5788,1,n/a,n/a
1096609,ENSG00000153707,5757,PTPRD,"protein tyrosine phosphatase, receptor type, D",5789,9,n/a,n/a
1093478,ENSG00000132334,5759,PTPRE,"protein tyrosine phosphatase, receptor type, E",5791,10,n/a,n/a
1095226,ENSG00000142949,5760,PTPRF,"protein tyrosine phosphatase, receptor type, F",5792,1,n/a,n/a
1095537,ENSG00000144724,5761,PTPRG,"protein tyrosine phosphatase, receptor type, G",5793,3,n/a,n/a
1088360,ENSG00000080031,5762,PTPRH,"protein tyrosine phosphatase, receptor type, H",5794,19,n/a,n/a
1096100,ENSG00000149177,5763,PTPRJ,"protein tyrosine phosphatase, receptor type, J",5795,11,n/a,n/a
1096523,ENSG00000152894,5764,PTPRK,"protein tyrosine phosphatase, receptor type, K",5796,6,n/a,n/a
1100488,ENSG00000173482,5765,PTPRM,"protein tyrosine phosphatase, receptor type, M",5797,18,n/a,n/a
1087598,ENSG00000054356,5766,PTPRN,"protein tyrosine phosphatase, receptor type, N",5798,2,n/a,n/a
1096780,ENSG00000155093,5767,PTPRN2,"protein tyrosine phosphatase, receptor type, N polypeptide 2",5799,7,n/a,n/a
1096340,ENSG00000151490,5768,PTPRO,"protein tyrosine phosphatase, receptor type, O",5800,12,n/a,n/a
1094728,ENSG00000139304,119476,PTPRQ,"protein tyrosine phosphatase, receptor type, Q",374462,12,n/a,n/a
1096572,ENSG00000153233,5769,PTPRR,"protein tyrosine phosphatase, receptor type, R",5801,12,n/a,n/a
1089993,ENSG00000105426,5770,PTPRS,"protein tyrosine phosphatase, receptor type, S",5802,19,n/a,n/a
1103808,ENSG00000196090,10963,PTPRT,"protein tyrosine phosphatase, receptor type, T",11122,20,n/a,n/a
1087691,ENSG00000060656,9931,PTPRU,"protein tyrosine phosphatase, receptor type, U",10076,1,n/a,n/a
1090168,ENSG00000106278,5771,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",5803,7,n/a,n/a
1101661,ENSG00000179950,22583,PUF60,poly-U binding splicing factor 60KDa,22827,8,n/a,n/a
1099921,ENSG00000171016,25857,PYGO1,pygopus homolog 1 (Drosophila),26108,15,n/a,n/a
1097931,ENSG00000163348,59966,PYGO2,pygopus homolog 2 (Drosophila),90780,1,n/a,n/a
1093811,ENSG00000134438,29773,RAX,retina and anterior neural fold homeobox,30062,18,n/a,n/a
1100583,ENSG00000173976,59029,RAX2,retina and anterior neural fold homeobox 2,84839,19,n/a,n/a
1092235,ENSG00000122965,9760,RBM19,RNA binding motif protein 19,9904,12,n/a,n/a
1089199,ENSG00000100461,34436,RBM23,RNA binding motif protein 23,55147,14,n/a,n/a
1090912,ENSG00000112183,85782,RBM24,RNA binding motif protein 24,221662,6,n/a,n/a
1090181,ENSG00000106344,34420,RBM28,RNA binding motif protein 28,55131,7,n/a,n/a
1089546,ENSG00000102317,5903,RBM3,"RNA binding motif (RNP1, RRM) protein 3",5935,X,n/a,n/a
1103633,ENSG00000188739,22784,RBM34,RNA binding motif protein 34,23029,1,n/a,n/a
1093572,ENSG00000132819,34833,RBM38,RNA binding motif protein 38,55544,20,n/a,n/a
1093299,ENSG00000131051,9442,RBM39,RNA binding motif protein 39,9584,20,n/a,n/a
1100577,ENSG00000173933,5904,RBM4,RNA binding motif protein 4,5936,11,n/a,n/a
1092710,ENSG00000126254,55010,RBM42,RNA binding motif protein 42,79171,19,n/a,n/a
1101241,ENSG00000177483,119572,RBM44,RNA binding motif protein 44,375316,2,n/a,n/a
1096828,ENSG00000155636,79392,RBM45,RNA binding motif protein 45,129831,2,n/a,n/a
1096408,ENSG00000151962,81688,RBM46,RNA binding motif protein 46,166863,4,n/a,n/a
1098057,ENSG00000163694,33793,RBM47,RNA binding motif protein 47,54502,4,n/a,n/a
1100570,ENSG00000173914,58001,RBM4B,RNA binding motif protein 4B,83759,11,n/a,n/a
1096576,ENSG00000153250,5905,RBMS1,"RNA binding motif, single stranded interacting protein 1",5937,2,n/a,n/a
1088210,ENSG00000076067,5907,RBMS2,"RNA binding motif, single stranded interacting protein 2",5939,12,n/a,n/a
1095521,ENSG00000144642,27048,RBMS3,"RNA binding motif, single stranded interacting protein 3",27303,3,n/a,n/a
1095879,ENSG00000147274,27061,RBMX,"RNA binding motif protein, X-linked",27316,X,n/a,n/a
1099853,ENSG00000170748,27033,RBMXL2,"RNA binding motif protein, X-linked-like 2",27288,11,n/a,n/a
1109139,ENSG00000244395,119814,RBMY1D,"RNA binding motif protein, Y-linked, family 1, member D",378949,Y,n/a,n/a
1099636,ENSG00000169800,81449,RBMY1F,"RNA binding motif protein, Y-linked, family 1, member F",159163,Y,n/a,n/a
1103717,ENSG00000189056,5617,RELN,reelin,5649,7,n/a,n/a
1087610,ENSG00000054967,59147,RELT,RELT tumor necrosis factor receptor,84957,11,n/a,n/a
1098626,ENSG00000165731,5947,RET,ret proto-oncogene,5979,10,n/a,n/a
1095272,ENSG00000143207,40927,RFWD2,ring finger and WD repeat domain 2,64326,1,n/a,n/a
1089468,ENSG00000101883,81420,RHOXF1,"Rhox homeobox family, member 1",158800,X,n/a,n/a
1093390,ENSG00000131721,58729,RHOXF2,"Rhox homeobox family, member 2",84528,X,n/a,n/a
1087203,ENSG00000013561,9460,RNF14,ring finger protein 14,9604,5,n/a,n/a
1096370,ENSG00000151692,9637,RNF144A,ring finger protein 144A,9781,2,n/a,n/a
1094376,ENSG00000137393,90283,RNF144B,ring finger protein 144B,255488,6,n/a,n/a
1087383,ENSG00000034677,25646,RNF19A,ring finger protein 19A,25897,8,n/a,n/a
1091473,ENSG00000116514,79224,RNF19B,ring finger protein 19B,127544,1,n/a,n/a
1095762,ENSG00000146373,81180,RNF217,ring finger protein 217,154214,6,n/a,n/a
1099645,ENSG00000169855,6059,ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",6091,3,n/a,n/a
1102722,ENSG00000185008,6060,ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)",6092,3,n/a,n/a
1096666,ENSG00000154134,40854,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)",64221,11,n/a,n/a
1096665,ENSG00000154133,33829,ROBO4,"roundabout homolog 4, magic roundabout (Drosophila)",54538,11,n/a,n/a
1102845,ENSG00000185483,4888,ROR1,receptor tyrosine kinase-like orphan receptor 1,4919,1,n/a,n/a
1099473,ENSG00000169071,4889,ROR2,receptor tyrosine kinase-like orphan receptor 2,4920,9,n/a,n/a
1087504,ENSG00000047936,6066,ROS1,"c-ros oncogene 1 , receptor tyrosine kinase",6098,6,n/a,n/a
280077744,ENSG00000254918,22752,RP11-259P6.1,RP11-259P6.1,22997,11,n/a,n/a
1091648,ENSG00000117676,6162,RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",6195,1,n/a,n/a
1088024,ENSG00000071242,6163,RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",6196,6,n/a,n/a
1101182,ENSG00000177189,6164,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",6197,X,n/a,n/a
1088052,ENSG00000072133,27075,RPS6KA6,"ribosomal protein S6 kinase, 90kDa, polypeptide 6",27330,X,n/a,n/a
1089514,ENSG00000102104,6214,RS1,retinoschisin 1,6247,X,n/a,n/a
1094823,ENSG00000139970,6219,RTN1,reticulon 1,6252,14,n/a,n/a
1092609,ENSG00000125744,6220,RTN2,reticulon 2,6253,19,n/a,n/a
1093659,ENSG00000133318,10167,RTN3,reticulon 3,10313,11,n/a,n/a
1091304,ENSG00000115310,36419,RTN4,reticulon 4,57142,2,n/a,n/a
1097265,ENSG00000159216,157122167,RUNX1,runt-related transcription factor 1,100506403,21,n/a,n/a
1087269,ENSG00000020633,860,RUNX3,runt-related transcription factor 3,864,1,n/a,n/a
1098081,ENSG00000163785,6226,RYK,RYK receptor-like tyrosine kinase,6259,3,n/a,n/a
1087136,ENSG00000010803,22710,SCMH1,sex comb on midleg homolog 1 (Drosophila),22955,1,n/a,n/a
1087498,ENSG00000047634,6287,SCML1,sex comb on midleg-like 1 (Drosophila),6322,X,n/a,n/a
1089511,ENSG00000102098,10242,SCML2,sex comb on midleg-like 2 (Drosophila),10389,X,n/a,n/a
1095758,ENSG00000146285,90350,SCML4,sex comb on midleg-like 4 (Drosophila),256380,6,n/a,n/a
1095788,ENSG00000146555,85814,SDK1,"sidekick homolog 1, cell adhesion molecule (chicken)",221935,7,n/a,n/a
1087940,ENSG00000069188,33840,SDK2,sidekick homolog 2 (chicken),54549,17,n/a,n/a
1088166,ENSG00000075213,10224,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",10371,7,n/a,n/a
1087178,ENSG00000012171,7823,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",7869,3,n/a,n/a
1088168,ENSG00000075223,10365,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",10512,7,n/a,n/a
1096645,ENSG00000153993,85884,SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",223117,7,n/a,n/a
1099771,ENSG00000170381,9579,SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",9723,7,n/a,n/a
1086878,ENSG00000001617,6369,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",6405,3,n/a,n/a
1087124,ENSG00000010319,36199,SEMA3G,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",56920,3,n/a,n/a
1103850,ENSG00000196189,40851,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",64218,1,n/a,n/a
1102731,ENSG00000185033,10362,SEMA4B,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",10509,15,n/a,n/a
1099394,ENSG00000168758,34199,SEMA4C,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",54910,2,n/a,n/a
1103381,ENSG00000187764,10360,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",10507,9,n/a,n/a
1094029,ENSG00000135622,10358,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",10505,2,n/a,n/a
1088910,ENSG00000095539,36988,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",57715,10,n/a,n/a
1091019,ENSG00000112902,8917,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",9037,5,n/a,n/a
1088452,ENSG00000082684,33728,SEMA5B,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",54437,3,n/a,n/a
1088851,ENSG00000092421,36829,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",57556,5,n/a,n/a
1099121,ENSG00000167680,10354,SEMA6B,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",10501,19,n/a,n/a
1095324,ENSG00000143434,10353,SEMA6C,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",10500,1,n/a,n/a
1094477,ENSG00000137872,55833,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",80031,15,n/a,n/a
1094614,ENSG00000138623,8417,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",8482,15,n/a,n/a
1095305,ENSG00000143368,10116,SF3B4,"splicing factor 3b, subunit 4, 49kDa",10262,1,n/a,n/a
1097461,ENSG00000160691,6428,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,6464,1,n/a,n/a
1093099,ENSG00000129946,25510,SHC2,SHC (Src homology 2 domain containing) transforming protein 2,25759,19,n/a,n/a
1095970,ENSG00000148082,32838,SHC3,SHC (Src homology 2 domain containing) transforming protein 3,53358,9,n/a,n/a
1102878,ENSG00000185634,124894,SHC4,"SHC (Src homology 2 domain containing) family, member 4",399694,15,n/a,n/a
1102963,ENSG00000185960,6437,SHOX,short stature homeobox,6473,X,n/a,n/a
1099400,ENSG00000168779,6438,SHOX2,short stature homeobox 2,6474,3,n/a,n/a
1103958,ENSG00000196470,6441,SIAH1,seven in absentia homolog 1 (Drosophila),6477,16,n/a,n/a
1101963,ENSG00000181788,6442,SIAH2,seven in absentia homolog 2 (Drosophila),6478,3,n/a,n/a
1106354,ENSG00000215475,93989,SIAH3,seven in absentia homolog 3 (Drosophila),283514,13,n/a,n/a
1090927,ENSG00000112246,6456,SIM1,single-minded homolog 1 (Drosophila),6492,6,n/a,n/a
1097277,ENSG00000159263,6457,SIM2,single-minded homolog 2 (Drosophila),6493,21,n/a,n/a
1097103,ENSG00000157933,6461,SKI,v-ski sarcoma viral oncogene homolog (avian),6497,1,n/a,n/a
1094217,ENSG00000136603,6462,SKIL,SKI-like oncogene,6498,3,n/a,n/a
1096861,ENSG00000155926,6467,SLA,Src-like-adaptor,6503,8,n/a,n/a
1089318,ENSG00000101082,58385,SLA2,Src-like-adaptor 2,84174,20,n/a,n/a
1091846,ENSG00000119705,57564,SLIRP,SRA stem-loop interacting RNA binding protein,81892,14,n/a,n/a
1103251,ENSG00000187122,6548,SLIT1,slit homolog 1 (Drosophila),6585,10,n/a,n/a
1095590,ENSG00000145147,9218,SLIT2,slit homolog 2 (Drosophila),9353,4,n/a,n/a
1102568,ENSG00000184347,6549,SLIT3,slit homolog 3 (Drosophila),6586,5,n/a,n/a
1101382,ENSG00000178235,77522,SLITRK1,"SLIT and NTRK-like family, member 1",114798,13,n/a,n/a
1102973,ENSG00000185985,58830,SLITRK2,"SLIT and NTRK-like family, member 2",84631,X,n/a,n/a
1092109,ENSG00000121871,22621,SLITRK3,"SLIT and NTRK-like family, member 3",22865,3,n/a,n/a
1101593,ENSG00000179542,79778,SLITRK4,"SLIT and NTRK-like family, member 4",139065,X,n/a,n/a
1098521,ENSG00000165300,25799,SLITRK5,"SLIT and NTRK-like family, member 5",26050,13,n/a,n/a
1102617,ENSG00000184564,58400,SLITRK6,"SLIT and NTRK-like family, member 6",84189,13,n/a,n/a
1098774,ENSG00000166311,6569,SMPD1,"sphingomyelin phosphodiesterase 1, acid lysosomal",6609,11,n/a,n/a
1100308,ENSG00000172594,10766,SMPDL3A,"sphingomyelin phosphodiesterase, acid-like 3A",10924,6,n/a,n/a
1093249,ENSG00000130768,27038,SMPDL3B,"sphingomyelin phosphodiesterase, acid-like 3B",27293,1,n/a,n/a
1102480,ENSG00000183963,6489,SMTN,smoothelin,6525,22,n/a,n/a
1106196,ENSG00000214872,85536,SMTNL1,smoothelin-like 1,219537,11,n/a,n/a
1103493,ENSG00000188176,109991,SMTNL2,smoothelin-like 2,342527,17,n/a,n/a
1104715,ENSG00000198742,36430,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,57154,7,n/a,n/a
1090500,ENSG00000108854,41325,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,64750,17,n/a,n/a
1097789,ENSG00000162804,25741,SNED1,"sushi, nidogen and EGF-like domains 1",25992,2,n/a,n/a
1087692,ENSG00000060688,9274,SNRNP40,small nuclear ribonucleoprotein 40kDa (U5),9410,1,n/a,n/a
1087275,ENSG00000021574,6643,SPAST,spastin,6683,2,n/a,n/a
1098002,ENSG00000163554,6668,SPTA1,"spectrin, alpha, erythrocytic 1 (elliptocytosis 2)",6708,1,n/a,n/a
1104355,ENSG00000197694,6669,SPTAN1,"spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)",6709,9,n/a,n/a
1087975,ENSG00000070182,6670,SPTB,"spectrin, beta, erythrocytic",6710,14,n/a,n/a
1091302,ENSG00000115306,6671,SPTBN1,"spectrin, beta, non-erythrocytic 1",6711,2,n/a,n/a
1100567,ENSG00000173898,6672,SPTBN2,"spectrin, beta, non-erythrocytic 2",6712,11,n/a,n/a
1097439,ENSG00000160460,37004,SPTBN4,"spectrin, beta, non-erythrocytic 4",57731,19,n/a,n/a
1094480,ENSG00000137877,30813,SPTBN5,"spectrin, beta, non-erythrocytic 5",51332,15,n/a,n/a
1104175,ENSG00000197122,6674,SRC,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),6714,20,n/a,n/a
1092572,ENSG00000125508,6685,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,6725,20,n/a,n/a
1088932,ENSG00000096063,6692,SRPK1,SRSF protein kinase 1,6732,6,n/a,n/a
1093949,ENSG00000135250,6693,SRPK2,SRSF protein kinase 2,6733,7,n/a,n/a
